Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,DateTime
2021-02-07,283596,15802,267794,7753,139564,120477,27,15482,264910,,float;#280392.000000000,3176,1720,1456,0.5416,0.4584,43,22.26,47.31,320,2869,621,405,64,605,145,1017,13,7,59,35,24,208,1,3,56,0,3060,1670,1390,0.5458,0.4542,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8117,0.1418,0.0465,0.5477,0.1785,0.2738,0.8469,0.1531,0.6573,168,576,,2595,96,209,45,316,0,73,112,224,343,62,332,19,58,29,0.0072,0.0416,0.1428,,0.6433,0.0238,0.0518,0.0112,0.0783,0,"12:00 AM, Sunday 7 February 2021"
2021-02-06,283108,15802,267306,7720,139486,120100,68,15482,264383,,float;#279865.000000000,3174,1719,1455,0.5416,0.4584,43,24.12,51.02,320,2867,621,404,64,605,145,1016,13,7,64,39,25,275,2,3,61,0,3053,1665,1388,0.5454,0.4546,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8099,0.1432,0.0469,0.5432,0.1802,0.2765,0.8465,0.1535,0.6649,159,532,,2533,91,205,43,309,0,73,112,220,342,62,328,19,58,29,0.0074,0.0408,0.1364,,0.6493,0.0233,0.0526,0.011,0.0792,0,"12:00 AM, Saturday 6 February 2021"
2021-02-05,282099,15802,266297,7672,139331,119294,137,15482,263306,,float;#278788.000000000,3173,1719,1454,0.5418,0.4582,43,27.83,57.51,320,2866,621,404,64,604,145,1016,13,7,72,46,26,279,2,3,68,1,3044,1660,1384,0.5453,0.4547,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8099,0.1432,0.0469,0.5432,0.1802,0.2765,0.8465,0.1535,0.6652,159,526,,2521,90,205,42,306,0,73,112,220,342,62,328,19,58,29,0.0075,0.041,0.1356,,0.6501,0.0232,0.0529,0.0108,0.0789,0,"12:00 AM, Friday 5 February 2021"
2021-02-04,281005,15802,265203,7622,139194,118387,81,15482,262270,,float;#277752.000000000,3171,1718,1453,0.5418,0.4582,43,27.83,65.86,320,2864,621,404,64,604,145,1014,13,7,82,53,29,316,0,4,77,1,3032,1651,1381,0.5445,0.4555,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8094,0.1436,0.047,0.5421,0.1807,0.2772,0.8465,0.1535,0.6678,153,518,,2471,90,204,38,276,0,73,112,219,342,62,327,19,58,29,0.0077,0.0405,0.1371,,0.6539,0.0238,0.054,0.0101,0.073,0,"12:00 AM, Thursday 4 February 2021"
2021-02-03,279841,15802,264039,7563,138887,117589,23,15482,261170,,float;#276652.000000000,3165,1715,1450,0.5419,0.4581,43,28.76,68.65,320,2858,620,403,64,601,145,1013,13,7,89,57,32,333,10,4,82,3,3019,1642,1377,0.5439,0.4561,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8094,0.1411,0.047,0.5421,0.1807,0.2772,0.8462,0.1538,0.6684,152,512,,2462,90,196,37,275,0,73,112,219,341,62,327,19,58,28,0.0075,0.0405,0.1365,,0.6562,0.024,0.0522,0.0099,0.0733,0,"12:00 AM, Wednesday 3 February 2021"
2021-02-02,278971,15802,263169,7511,138849,116809,124,15482,260203,,float;#275685.000000000,3161,1712,1449,0.5416,0.4584,43,26.9,76.99,320,2854,619,403,64,601,145,1010,13,7,98,60,38,349,2,3,92,3,3006,1636,1370,0.5442,0.4558,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8114,0.1414,0.0471,0.5409,0.1811,0.2779,0.8462,0.1538,0.6694,149,510,,2433,89,194,36,266,0,73,112,218,341,62,327,19,57,26,0.007,0.0402,0.1377,,0.657,0.024,0.0524,0.0097,0.0718,0,"12:00 AM, Tuesday 2 February 2021"
2021-02-01,277836,15802,262034,7429,138670,115935,589,15482,258610,,float;#274092.000000000,3154,1708,1446,0.5415,0.4585,43,28.76,80.71,320,2847,619,402,64,600,145,1005,13,7,94,57,37,362,7,3,88,3,3003,1635,1368,0.5445,0.4555,42,66,49,17,36,3,25,2,4,0.0606,3,0.0455,16,0.2424,31,0.4697,12,0.1818,0.3939,0.6061,0.8114,0.1414,0.0471,0.5409,0.1811,0.2779,0.8458,0.1542,0.6692,145,507,,2421,89,193,36,266,0,73,112,218,340,62,327,19,57,26,0.0071,0.0394,0.1377,,0.6573,0.0242,0.0524,0.0098,0.0722,0,"12:00 AM, Monday 1 February 2021"
2021-01-31,277027,15802,261225,7405,138360,115460,122,15482,258270,,float;#273752.000000000,3152,1707,1445,0.5416,0.4584,43,25.97,86.27,320,2845,618,402,64,599,145,1005,13,7,104,61,43,381,0,4,95,5,2991,1628,1363,0.5443,0.4557,42,66,49,17,36,3,25,2,4,0.0606,3,0.0455,16,0.2424,31,0.4697,12,0.1818,0.3939,0.6061,0.8114,0.1414,0.0471,0.5409,0.1811,0.2779,0.8458,0.1542,0.6764,135,477,,2406,88,193,33,262,0,73,112,218,340,62,327,19,57,26,0.0072,0.0373,0.1318,,0.6646,0.0243,0.0533,0.0091,0.0724,0,"12:00 AM, Sunday 31 January 2021"
2021-01-30,276504,15802,260702,7358,138275,115069,41,15482,257834,,float;#273316.000000000,3146,1703,1443,0.5413,0.4587,43,28.76,85.34,320,2839,618,399,62,599,144,1005,13,7,107,61,46,407,8,3,97,7,2982,1625,1357,0.5449,0.4551,42,66,49,17,36,3,25,2,4,0.0606,3,0.0455,16,0.2424,31,0.4697,12,0.1818,0.3939,0.6061,0.8109,0.1418,0.0473,0.5398,0.1816,0.2786,0.8471,0.1529,0.6783,130,467,,2352,87,191,33,252,0,73,112,217,338,61,326,19,57,26,0.0073,0.0367,0.132,,0.6648,0.0246,0.054,0.0093,0.0712,0,"12:00 AM, Saturday 30 January 2021"
2021-01-29,275149,15802,259347,7297,138047,114003,387,15482,256136,,float;#271618.000000000,3143,1702,1441,0.5415,0.4585,43,29.68,89.98,320,2836,618,399,60,599,144,1004,13,7,109,64,45,384,2,3,99,7,2977,1623,1354,0.5452,0.4548,42,66,49,17,36,3,25,2,4,0.0606,3,0.0455,16,0.2424,31,0.4697,12,0.1818,0.3939,0.6061,0.8109,0.1393,0.0473,0.5398,0.1816,0.2786,0.8471,0.1529,0.6783,128,467,,2340,85,191,33,250,0,73,112,217,338,61,326,19,57,26,0.0074,0.0364,0.1327,,0.6648,0.0241,0.0543,0.0094,0.071,0,"12:00 AM, Friday 29 January 2021"
2021-01-28,273768,15802,257966,7234,137573,113159,154,15482,254991,,float;#270473.000000000,3140,1700,1440,0.5414,0.4586,43,38.03,97.4,320,2833,618,399,60,599,144,1001,13,7,117,65,52,347,5,5,105,7,2969,1618,1351,0.545,0.455,42,65,48,17,35,3,25,2,3,0.0462,3,0.0462,16,0.2462,31,0.4769,12,0.1846,0.4,0.6,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6799,126,462,,2304,83,190,32,234,0,73,112,214,338,61,324,19,56,25,0.0072,0.0365,0.1337,,0.6667,0.024,0.055,0.0093,0.0677,0,"12:00 AM, Thursday 28 January 2021"
2021-01-27,272267,15802,256465,7171,137347,111947,263,15482,253387,,float;#268869.000000000,3134,1698,1436,0.5418,0.4582,43,42.67,105.75,320,2827,617,399,60,595,144,1000,13,7,140,80,60,515,5,4,127,9,2940,1602,1338,0.5449,0.4551,42,64,47,17,34,3,25,2,3,0.0469,3,0.0469,16,0.25,30,0.4688,12,0.1875,0.4063,0.5938,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6798,125,455,,2277,83,190,32,234,0,73,112,214,338,61,324,19,56,25,0.0073,0.0365,0.133,,0.6656,0.0243,0.0555,0.0094,0.0684,0,"12:00 AM, Wednesday 27 January 2021"
2021-01-26,270722,15802,254920,7126,136889,110905,112,15482,251997,,float;#267479.000000000,3130,1696,1434,0.5419,0.4581,43,50.09,115.03,320,2823,617,399,60,593,144,998,13,7,143,81,62,555,5,3,131,9,2933,1597,1336,0.5445,0.4555,42,63,46,17,34,3,24,2,3,0.0476,3,0.0476,15,0.2381,30,0.4762,12,0.1905,0.4127,0.5873,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6832,118,444,,2255,82,186,32,230,0,73,112,214,338,61,324,19,56,25,0.0074,0.035,0.1317,,0.6687,0.0243,0.0552,0.0095,0.0682,0,"12:00 AM, Tuesday 26 January 2021"
2021-01-25,269556,15802,253754,7065,136747,109942,203,15482,250743,,float;#266225.000000000,3127,1694,1433,0.5417,0.4583,43,56.59,120.59,320,2820,617,399,60,590,144,998,13,7,143,80,63,546,3,3,129,11,2930,1594,1336,0.544,0.456,42,63,46,17,34,3,24,2,3,0.0476,3,0.0476,15,0.2381,30,0.4762,12,0.1905,0.4127,0.5873,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6847,116,432,,2233,82,184,32,230,0,73,112,214,338,61,324,19,56,25,0.0075,0.0348,0.1296,,0.6698,0.0246,0.0552,0.0096,0.069,0,"12:00 AM, Monday 25 January 2021"
2021-01-24,268902,15802,253100,7049,136380,109671,175,15482,250122,,float;#265604.000000000,3122,1691,1431,0.5416,0.4584,43,61.22,135.44,320,2815,614,399,60,589,144,997,13,7,151,82,69,590,6,5,134,12,2918,1587,1331,0.5439,0.4561,42,63,46,17,34,3,24,2,3,0.0476,3,0.0476,15,0.2381,30,0.4762,12,0.1905,0.4127,0.5873,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6853,115,415,,2208,81,184,31,228,0,73,112,214,338,61,324,19,56,25,0.0076,0.035,0.1263,,0.6717,0.0246,0.056,0.0094,0.0694,0,"12:00 AM, Sunday 24 January 2021"
2021-01-23,268424,15802,252622,7031,136197,109394,171,15482,249654,,float;#265136.000000000,3116,1688,1428,0.5417,0.4583,43,60.3,145.64,320,2809,611,399,60,589,144,994,13,7,168,88,80,626,3,5,150,13,2895,1577,1318,0.5447,0.4553,42,63,46,17,34,3,24,2,3,0.0476,3,0.0476,15,0.2381,30,0.4762,12,0.1905,0.4127,0.5873,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.692,104,394,,2125,71,177,31,210,0,73,112,214,338,61,324,19,56,25,0.008,0.0332,0.1256,,0.6774,0.0226,0.0564,0.0099,0.0669,0,"12:00 AM, Saturday 23 January 2021"
2021-01-22,267156,15802,251354,6985,135788,108581,265,15482,248304,,float;#263786.000000000,3104,1681,1423,0.5416,0.4584,43,60.3,168.83,320,2797,609,399,60,583,144,990,13,7,173,85,88,679,17,5,147,21,2879,1565,1314,0.5436,0.4564,42,63,46,17,34,3,24,2,3,0.0476,3,0.0476,15,0.2381,30,0.4762,12,0.1905,0.4127,0.5873,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6908,104,392,,2109,65,177,31,209,0,73,112,214,338,61,324,19,56,25,0.008,0.0334,0.126,,0.6777,0.0209,0.0569,0.01,0.0672,0,"12:00 AM, Friday 22 January 2021"
2021-01-21,265597,15802,249795,6933,135599,107263,165,15482,246852,,float;#262334.000000000,3097,1675,1422,0.5408,0.4592,43,60.3,173.47,320,2790,609,399,60,580,143,987,13,7,187,96,91,697,6,4,163,20,2858,1554,1304,0.5437,0.4563,42,62,45,17,34,3,23,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.8471,0.1529,0.6951,103,383,,2058,62,165,28,194,0,73,112,214,338,61,324,19,56,25,0.0083,0.0341,0.1269,,0.6819,0.0205,0.0547,0.0093,0.0643,0,"12:00 AM, Thursday 21 January 2021"
2021-01-20,264758,15802,248956,6898,135485,106753,817,15482,245370,,float;#260852.000000000,3088,1672,1416,0.5415,0.4585,43,65.86,177.18,320,2781,608,396,60,578,143,984,13,7,192,99,93,704,13,4,167,21,2844,1547,1297,0.544,0.456,42,62,45,17,34,3,23,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.846,0.154,0.6951,99,376,,2034,62,154,27,193,0,73,112,214,335,61,324,19,56,24,0.0081,0.0333,0.1266,,0.6851,0.0209,0.0519,0.0091,0.065,0,"12:00 AM, Wednesday 20 January 2021"
2021-01-19,262762,15802,246960,6829,134752,105379,94,15482,244108,,float;#259590.000000000,3077,1666,1411,0.5414,0.4586,43,66.79,181.82,320,2770,606,396,60,573,143,980,13,7,207,112,95,700,12,6,180,21,2818,1532,1286,0.5436,0.4564,42,62,45,17,34,3,,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.812,0.1404,0.0476,0.5363,0.183,0.2807,0.846,0.154,0.6955,99,373,,2014,61,153,27,193,0,73,112,214,335,61,324,19,56,24,0.0082,0.0336,0.1267,,0.6841,0.0207,0.052,0.0092,0.0656,0,"12:00 AM, Tuesday 19 January 2021"
2021-01-18,261287,15802,245485,6783,134523,104179,106,15482,242637,,float;#258119.000000000,3061,1654,1407,0.5403,0.4597,43,64.94,187.38,320,2754,605,393,60,570,139,975,13,7,225,122,103,822,9,6,198,21,2784,1511,1273,0.5427,0.4573,42,62,45,17,34,3,,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.8106,0.1414,0.048,0.5328,0.1843,0.2828,0.8448,0.1552,0.692,98,360,,1872,58,142,27,183,0,73,112,211,332,61,321,19,56,24,0.0087,0.0355,0.1302,,0.6773,0.021,0.0514,0.0098,0.0662,0,"12:00 AM, Monday 18 January 2021"
2021-01-17,260823,15802,245021,6753,134305,103963,132,15482,242154,,float;#257636.000000000,3054,1651,1403,0.5406,0.4594,43,77.92,202.23,320,2747,605,393,60,569,138,970,13,7,241,135,106,856,5,6,215,20,2761,1498,1263,0.5426,0.4574,42,62,45,17,34,3,,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.8106,0.1414,0.048,0.5328,0.1843,0.2828,0.8448,0.1552,0.7069,93,300,,1846,53,140,25,181,0,73,112,211,332,61,321,19,56,24,0.009,0.0349,0.1127,,0.6935,0.0199,0.0526,0.0094,0.068,0,"12:00 AM, Sunday 17 January 2021"
2021-01-16,259969,15802,244167,6721,134120,103326,154,15482,241285,,float;#256767.000000000,3047,1646,1401,0.5402,0.4598,43,88.13,224.49,320,2740,604,389,60,569,136,970,13,7,257,151,106,962,7,6,233,18,2738,1482,1256,0.5413,0.4587,42,62,45,17,34,3,,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.8092,0.1425,0.0483,0.5293,0.1858,0.285,0.8458,0.1542,0.7077,87,290,,1781,52,136,23,167,0,73,112,208,329,60,318,19,56,24,0.0094,0.034,0.1133,,0.6957,0.0203,0.0531,0.009,0.0652,0,"12:00 AM, Saturday 16 January 2021"
2021-01-15,258540,15802,242738,6665,133465,102608,128,15482,239885,,float;#255367.000000000,3044,1645,1399,0.5404,0.4596,43,115.03,239.33,320,2737,604,389,60,569,136,967,13,7,272,161,111,940,11,6,247,19,2721,1476,1245,0.5424,0.4576,42,62,45,17,34,3,,2,3,0.0484,3,0.0484,15,0.2419,29,0.4677,12,0.1935,0.4194,0.5806,0.8092,0.1374,0.0483,0.5293,0.1858,0.285,0.8458,0.1542,0.7077,87,289,,1781,52,136,23,167,0,73,112,208,329,60,318,19,56,24,0.0094,0.034,0.1129,,0.696,0.0203,0.0531,0.009,0.0653,0,"12:00 AM, Friday 15 January 2021"
2021-01-14,256945,15802,241143,6616,132785,101742,130,15482,238303,,float;#253785.000000000,3029,1640,1389,0.5414,0.4586,43,115.96,240.26,320,2722,602,387,60,562,136,963,13,7,268,160,108,942,11,4,245,19,2710,1471,1239,0.5428,0.4572,42,60,43,17,33,3,,2,3,0.05,3,0.05,14,0.2333,28,0.4667,12,0.2,0.4333,0.5667,0.8123,0.1388,0.0488,0.5244,0.1877,0.2879,0.845,0.155,0.7053,87,281,,1707,48,127,22,161,0,73,112,204,327,60,316,19,54,24,0.0098,0.0354,0.1144,,0.6947,0.0195,0.0517,0.009,0.0655,0,"12:00 AM, Thursday 14 January 2021"
2021-01-13,255197,15802,239395,6569,132332,100494,111,15482,236587,,float;#252069.000000000,3016,1632,1384,0.5411,0.4589,43,114.1,256.03,320,2709,600,386,60,556,134,961,13,7,283,168,115,993,17,5,261,17,2682,1454,1228,0.5421,0.4579,42,60,43,17,33,3,,2,3,0.05,3,0.05,14,0.2333,28,0.4667,12,0.2,0.4333,0.5667,0.8123,0.1362,0.0488,0.5244,0.1877,0.2879,0.8446,0.1554,0.7051,87,274,,1680,47,127,22,160,0,73,112,204,326,60,316,19,54,24,0.0099,0.0359,0.1132,,0.6939,0.0194,0.0525,0.0091,0.0661,0,"12:00 AM, Wednesday 13 January 2021"
2021-01-12,254103,15802,238301,6517,132202,99582,335,15482,235282,,float;#250764.000000000,3003,1625,1378,0.5411,0.4589,43,115.96,272.73,320,2696,599,385,60,550,134,956,13,7,288,172,116,968,9,5,266,17,2664,1446,1218,0.5428,0.4572,42,59,42,17,32,3,,2,2,0.0339,3,0.0508,14,0.2373,28,0.4746,12,0.2034,0.4237,0.5763,0.8135,0.1373,0.0492,0.5207,0.1891,0.2902,0.8468,0.1532,0.7055,85,269,,1656,47,127,22,157,0,73,112,201,326,59,314,19,53,24,0.0101,0.0356,0.1127,,0.6938,0.0197,0.0532,0.0092,0.0658,0,"12:00 AM, Tuesday 12 January 2021"
2021-01-11,252366,15802,236564,6470,131728,98366,119,15482,233771,,float;#249253.000000000,2993,1619,1374,0.5409,0.4591,43,128.01,277.37,320,2686,598,379,59,550,134,954,13,7,302,180,122,956,14,5,280,17,2642,1435,1207,0.5431,0.4569,42,59,42,17,32,3,,2,2,0.0339,3,0.0508,14,0.2373,28,0.4746,12,0.2034,0.4237,0.5763,0.8135,0.1373,0.0389,0.5207,0.1891,0.2902,0.8522,0.1478,0.7059,82,265,,1640,47,126,22,157,0,73,112,201,323,56,314,19,53,24,0.0102,0.0347,0.1121,,0.694,0.0199,0.0533,0.0093,0.0664,0,"12:00 AM, Monday 11 January 2021"
2021-01-10,251444,15802,235642,6466,131181,97995,152,15482,232837,,float;#248319.000000000,2972,1611,1361,0.5421,0.4579,43,128.94,282,320,2665,594,373,59,548,133,946,13,7,301,177,124,972,18,5,279,17,2622,1421,1201,0.542,0.458,42,57,40,17,31,3,,2,2,0.0351,3,0.0526,13,0.2281,27,0.4737,12,0.2105,0.4035,0.5965,0.822,0.1387,0.0393,0.5157,0.1911,0.2932,0.8525,0.1475,0.7088,76,241,,1576,44,125,22,149,0,73,112,197,318,55,314,15,53,23,0.0102,0.0337,0.1068,,0.6986,0.0195,0.0554,0.0098,0.066,0,"12:00 AM, Sunday 10 January 2021"
2021-01-09,250570,15802,234768,6447,130850,97471,927,15482,231202,,float;#246684.000000000,2958,1606,1352,0.5429,0.4571,43,142.86,288.5,320,2651,591,368,59,545,133,943,13,7,296,175,121,955,44,3,276,17,2613,1417,1196,0.5423,0.4577,42,57,40,17,31,3,,2,2,0.0351,3,0.0526,13,0.2281,27,0.4737,12,0.2105,0.4035,0.5965,0.8187,0.128,0.04,0.5067,0.1947,0.2987,0.856,0.144,0.7139,56,207,,1282,37,97,16,126,0,73,112,190,315,53,307,15,53,21,0.0114,0.0304,0.1124,,0.696,0.0201,0.0527,0.0087,0.0684,0,"12:00 AM, Saturday 9 January 2021"
2021-01-08,247875,15802,232073,6394,129728,95951,142,15482,229329,,float;#244811.000000000,2921,1579,1342,0.5406,0.4594,43,126.16,269.02,320,2614,590,359,59,531,120,943,13,7,295,189,106,951,9,2,288,5,2581,1397,1184,0.5413,0.4587,42,57,40,17,31,3,,2,2,0.0351,3,0.0526,13,0.2281,27,0.4737,12,0.2105,0.4035,0.5965,0.8288,0.1223,0.038,0.4973,0.1984,0.3043,0.8524,0.1476,0.7111,53,205,,1157,31,92,16,115,0,73,112,183,306,53,305,15,48,20,0.0118,0.0314,0.1214,,0.685,0.0184,0.0545,0.0095,0.0681,0,"12:00 AM, Friday 8 January 2021"
2021-01-07,246445,15802,230643,6369,129384,94890,226,15482,227828,,float;#243310.000000000,2908,1573,1335,0.5409,0.4591,43,129.87,295.92,320,2600,588,357,59,525,119,941,12,7,302,199,103,959,14,2,295,5,2561,1389,1172,0.5424,0.4576,42,56,39,17,31,3,,2,2,0.0357,3,0.0536,13,0.2321,26,0.4643,12,0.2143,0.4107,0.5893,0.8357,0.1226,0.039,0.4847,0.2033,0.312,0.8515,0.1485,0.7245,38,196,,1061,28,78,9,90,0,73,112,174,304,53,300,14,45,17,0.0112,0.025,0.1292,,0.6994,0.0185,0.0514,0.0059,0.0593,0,"12:00 AM, Thursday 7 January 2021"
2021-01-06,244350,15802,228548,6334,128971,93243,124,15482,225851,,float;#241333.000000000,2892,1569,1328,0.5416,0.4584,43,145.64,301.48,320,2584,583,354,59,519,119,939,12,7,332,212,120,969,17,14,308,10,2516,1362,1154,0.5413,0.4587,42,53,36,17,30,3,,2,2,0.0377,3,0.0566,12,0.2264,25,0.4717,11,0.2075,0.4151,0.5849,0.8375,0.1232,0.0392,0.4818,0.2045,0.3137,0.8503,0.1497,0.7328,36,184,,1043,28,75,9,84,0,73,112,172,301,53,299,14,44,12,0.0082,0.0245,0.1251,,0.709,0.019,0.051,0.0061,0.0571,0,"12:00 AM, Wednesday 6 January 2021"
2021-01-05,242342,15802,226540,6277,128771,91492,709,15482,223287,,float;#238769.000000000,2863,1552,1316,0.5411,0.4589,43,159.55,341.37,320,2555,577,348,59,513,115,932,12,7,346,217,129,939,26,19,318,9,2473,1331,1142,0.5382,0.4618,42,51,34,17,28,3,,2,2,0.0392,3,0.0588,10,0.1961,25,0.4902,11,0.2157,0.4118,0.5882,0.8362,0.1243,0.0395,0.4774,0.2062,0.3164,0.8621,0.1379,0.7402,29,168,,965,27,66,7,75,0,73,112,169,300,48,296,14,44,10,0.0074,0.0215,0.1247,,0.7164,0.02,0.049,0.0052,0.0557,0,"12:00 AM, Tuesday 5 January 2021"
2021-01-04,239650,15802,223848,6236,127935,89677,104,15482,221221,,float;#236703.000000000,2842,1538,1305,0.541,0.459,43,153.06,366.42,320,2534,575,335,59,511,113,930,12,7,389,235,154,1012,27,23,351,15,2411,1304,1109,0.5409,0.46,43,47,30,17,25,3,,2,2,0.0426,3,0.0638,10,0.2128,21,0.4468,11,0.234,0.4043,0.5957,0.8357,0.1246,0.0397,0.4759,0.2068,0.3173,0.8597,0.1403,0.7354,26,154,,843,24,64,5,66,0,73,112,168,288,47,295,14,44,1,0.0008,0.022,0.1302,,0.7126,0.0203,0.0541,0.0042,0.0558,0,"12:00 AM, Monday 4 January 2021"
2021-01-03,238781,15802,222979,6207,127573,89199,276,15482,220201,,float;#235683.000000000,2821,1524,1297,0.5402,0.4598,43,155.84,423.01,320,2513,569,334,59,501,113,926,12,7,440,269,171,1152,28,24,401,15,2342,1265,1077,0.5401,0.4599,43,44,27,17,23,3,,2,2,0.0455,3,0.0682,10,0.2273,19,0.4318,10,0.2273,0.4091,0.5909,0.8329,0,0,0.4669,0.2104,0.3228,0.8593,0.1407,0.8026,8,54,,492,7,4,2,45,0,73,112,162,287,47,289,14,44,1,0.0016,0.0131,0.0881,,0.8026,0.0114,0.0065,0.0033,0.0734,0,"12:00 AM, Sunday 3 January 2021"
